overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
3.0,True,"05 13, 2016",A3FWK9TBK803KI,B00AH9JWNK,{'Style:': ' Canon CLI-251 4 Pack'},Qwerty,Work fine as replacements,"Good, but expensive (anywhere u buy them)",1463097600,,
3.0,True,"08 9, 2014",A3O5BVZ9UHT2UQ,B0013CQINC,,Summer,The yarn unravels too easily.,Three Stars,1407542400,,
3.0,False,"08 22, 2014",AHUT55E980RDR,B00JKQV90A,{'Color:': ' Green'},Neal Reynolds,"This is a functional notebook suitable for one subject.  The nice thing that makes this special is that you can snap it into a binder.  If you have a separate one for each class, then you can color code them.  Very good for high-school students although probably not big enough for college students.",Small and functional one subject notebooks,1408665600,,
3.0,True,"02 13, 2018",A4118QIEI0BVS,B0066EQ40E,{'Size:': ' 2 Rolls'},Monocles,"It still requires a bit of adjustment of the tape every time you cut it.  It doesn't want to stay in the exact place where you can just slap it onto the next seam you're taping, you have to adjust it with your fingers a little bit so it is ready to 'catch' when you put it onto the next spot you're aiming to tape.  I was hoping for more of ease of use, but unless someone comes up with a totally new invention, i'm afraid it's about as good as one can get with this type of tape system.",Not quite as easy or hassle-free as I'd hoped,1518480000,,
3.0,True,"05 10, 2015",A36YDJBY8H1J20,B000UF94BQ,,lgs,"The wood feels good in the hand, but I am surprised by how small it is. I don't have gigantic hands, but yet it is a little bit small. The front grip could also have had some curves to it for a better grip. It seems to work with all my nibs, but some of them are looser than others. I'll keep looking for my dream nib holder, this is defiantly not it, but it's not bad either.",Okay,1431216000,4,
3.0,True,"03 3, 2012",A7VC3OHVCH47B,B001NXDFEG,"{'Size:': ' DESIGN 1', 'Package Quantity:': ' 1'}",Amazon Customer,"I love Fisher Space Pens.  I need something that writes on any surface, especially vertically.  Space pens are awesome for that (have never actually tried it underwater though).  Anyway, I lost my last bullet pen, and thought this would be a suitable replacement.  It is OK, and the the clip is nice, but the rubber gasket does not fit well, and the cap has a hard time stayimg on, I am afraid it will fall off when I am not paying attention....Maybe it is just mine, but I will switch back to the bullet if it does.","In a sea of great space pens, this one floats to the middle",1330732800,2,
3.0,True,"02 19, 2015",A38D7O2ECFLH1W,B00006IBZ2,"{'Size:': ' 1-pack', 'Style:': ' 8 Tab'}",Ian H.,"Worked. Nothing more, Nothing less.",Decent,1424304000,,
3.0,True,"01 16, 2015",A1I1KIO31ZY2U4,B00MWTTM1K,{'Color:': ' 240 cell.'},Jodi,The front started falling apart after 2 months use.,"I love to use this for credit cards, business cards etx",1421366400,,
3.0,True,"06 19, 2015",AM9NT2EGWCFE,B00NFSDTEI,{'Color:': ' Black Dual Pack'},RAMSAPP,Nothing special about this ink. It works.,Nothing special,1434672000,,
3.0,False,"01 1, 2010",A3QGSODFJLMEXC,B0011N0LP4,{'Size Name:': ' 1 Pack'},consumer-reviewer,"Pros:
It will hold a door open even if the door has a heavy swing arm.

Cons:
It will not automatically catch the door, you have to hold the door against the Magnetic catch for a couple of seconds before it catches. So you can't just swing the door open and expect it to automatically catch. The door just bonces off the magnetic catch if not held for a couple seconds.",It holds but does not automatically catch easily.,1262304000,2,
3.0,False,"12 5, 2011",A93SRU78HLB2P,B00104HKIK,"{'Size:': ' 13"" x 19"" 25 Sheets'}",Liz-ard,"Iam a semi-professional photographer was absolutely floored how ugly my prints are with this Epson paper using an Epson printer and its K3 inks. Faded, indistinct, noisy, fuzzy and won't use this it again. Printer must have been sick the first time I tried it. Or my head space was off.

To the commentator that called me stupid. Your a jerk.",lousy prints but changed my mind,1323043200,,
3.0,True,"06 28, 2018",A3HBJGS3JS3RGO,B00FXRN4LC,,Shirley,"It is ok, just think I like a lid that lifts off or opens back better.",It's nice but personally I would like a different type of lid.,1530144000,,
3.0,False,"05 11, 2016",A22I55P15NSAOX,B00PSLUDS0,,Two kids mom,"It is nice to be able to read the tabs from the top but the process of getting them to work is time consuming and fiddly.  This is best if you are reorganizing a whole file cabinet at once, not for adding files or changing them on the fly.  Pretty expensive as well.
They don't stick up any further than my normal tabs though, so that is good.
These are really for neatniks, not for the rest of us who want to be quick about making labels.","Look good when done, but time consuming and fiddly process.  Good for reorganizing an entire cabinet.",1462924800,,
3.0,True,"03 17, 2014",A2GAADJ9YMV9EU,B00006IE7Y,{'Color:': ' Black'},ABM,"I purchase these pens to be used around the office as my everyday pens.  There simple and work well.  I would recommend them over some more expensive brands.

ABM","Basic pens, Works well!",1395014400,,
3.0,False,"05 23, 2013",A1URZMYX7LYOGI,B00109XH2I,,GMSK,"I read lots of reviews for the many usb/computer speakerphones and narrowed down to three. There were so many conflicting reviews it was hard to choose! I just wanted THE best one that works well.

I ended up ordering and testing these three:
- Polycom CX100
- Jabra 410
- Plantronics Calisto P420

I then hooked all three up to my computer...place a skype call to someone in another room in our office and one by one switched the audio devices in skype.

Polycom devices didn't have enough volume and had more background noise.

Plantronics device was overall good, loud and clear..though the buttons were a bit confusing for volume and other controls not so intuitive (overall better than polycom device)

The Jabra was mine and other office mates pick for best one. It was very loud, audio was clear eliminating background sounds and has cool intuitive controls. Aside from the audio quality I like the touch buttons for controls that are sensitive and the lights that change on the device to show status. Overall this is the one I kept and would recommend it to anyone over the others I tested.",ok product. needs improvement in audio quality and volume,1369267200,31,
3.0,True,"02 8, 2016",AAP2YET60HL4D,B014N7CKOE,,Kelsey T.,"I had such high hopes for these.  Initially I didn't really care for these highlighters and was disappointed and a little upset I'd paid so much for them.  I am a doctorate student in clinical forensic psychology, and I use them mainly to highlight in massive number of textbooks and research articles I have to read.  I found that in some books, these highlighters seemed to smear the print, resulting in a murky and difficult to read mixture of black and whatever color I used.  However, I have tried them with several other books and papers, and found that this is not always the case, and am actually really happy with how they work on other mediums.  I like that they don't bleed through to the back of pages, however some of the darker colors (blue and sometimes purple) can make it difficult to read what's been highlighted.  Overall, I'd say I am more satisfied with them than not, but I may have convinced myself of this in order to satisfy my own cognitive dissonance about paying $20 for highlighters.",I'm not sure how I really feel about these highlighters...,1454889600,9,
3.0,False,"08 24, 2012",A1ZRD3WNHP8O3T,B002L3XJ3Y,,Cee Cee Drew,"I've had this phone at least a year, plugged into my internet VOIP box. (The one from the cable company)

It works extremely well for my purposes.

I was able to program the entire key code process for my work,voice mail, including pauses. (I think they are the * Button?) However it was the most numbers allowed for the speed dial, which was about 20 characters, which may not be enough for everyone- For me, I preferred entering my passcode myself, so that the speed dialer doesn't override my security, but that may not work for others.)

For a phone in a smaller office, it works well as a personal speaker phone. It probably wouldn't work well for a larger group or room, although people can hear my cuckoo clock from across the house when on speaker. (A nice icebreaker for those conference calls)The mute button does make a noise, and it is a bit annoying to have to unmute to tell someone the beep was to mute the phone, and to ignore it. (All speakerphones, it seems, work well when you mute the caller when not talking. I don't know any that deal well with ambient noise)

I've recently switched to a different web-phone provider (much cheaper, you buy a box, and through the 'net', you can 'talk' with phone service for a year) The phone does not play well with this item. I have to reset it daily when I start work, and my pre-programmed numbers, with pauses, tend to not connect in time for the next keystrokes to be recognized. This is the fault of the phone service provider, I am sure, but it bears mentioning for others with similar setups. (My Cable company provided phone had no problem with this) I've read that this brand doesn't work well with that service, but I have pretty good call quality otherwise.

In the past year, I have had to change the batteries to the caller ID unit only once. I don't seem to have the same issues seeing the caller ID, but I played with the angle of the screen (it tilts upward) and found a spot where I could see it from across the room. Note that when I've changed batteries, I have not had to reset my speed-dial numbers.

This was the cheapest multi-feature phone with speaker that I could find, so that's why I purchased it. I have also used it with a bypass type headset (that you hook up through the headset of the phone, and can toggle between them) and it has worked flawlessly this way. The speakerphone actually works well enough that I don't have to do this unless I have a lot of people (noise) at my house.

The ringer is not quiet, I would agree with others. If this was my only phone I wouldn't like that so much, but I just keep it turned off when I am not working.",A decent phone for the price,1345766400,,
3.0,False,"09 18, 2014",A3JIQRJ2MPLOMK,B00006IFBG,"{'Size:': ' 4 oz', 'Color:': ' Washable'}",Alexis,OK,Three Stars,1410998400,,
3.0,True,"05 21, 2018",A244AZ3H66RQVZ,B012D6AD8W,,Brian S Brame,Okay,Three Stars,1526860800,,
3.0,True,"12 1, 2015",A1TYLW0ZRM53GS,B0000516SC,,Chuck,Works!,Three Stars,1448928000,,
3.0,True,"04 20, 2013",A1JI0B5G8RUD5,B000084ISO,{'Color:': ' Black'},JH,"Does a pretty good job, but the white sticker that is on the inside of the back cover is impossible to remove without damaging the actual binder. Super annoying.",Annoying Sticker,1366416000,,
3.0,True,"12 28, 2014",A2BNA9UQTT4SQW,B00DHJ8QLQ,{'Style:': ' Printer'},Wpbeech,"I've only ever used the printer and copy functions.  This machine EATS ink.  I tried to get the cheap replacement cartridges, but they didn't fit.  I'm in the market for a laser printer that doesn't require new ink all the time.",I've only ever used the printer and copy functions. ...,1419724800,,
3.0,True,"10 27, 2015",A2KWD1V1105XR7,B005NZ5YZ8,,Faeriegrandma,"This is a perfect size for me to set my large multiple pill container down into and lock away from nosy people or children.  The lock itself looks very fragile so I treat it carefully, but if it was tampered with, I'd know it.  For something this pricey it deserves a better locking mechanism - otherwise I'd have given it five stars.","Good case, poor lock.",1445904000,,
3.0,False,"02 9, 2018",A2V0I904FH7ABY,B01DJBH8SS,"{'Size:': ' Gel Point', 'Color:': ' Black and Chrome', 'Style:': ' Colors'}",XNOR,"The Pen has an amazing grip and writing quality is very good.  Even tough the use of pen has come down, I still take notes in meeting using a pen & paper.

The writing tip is thin and sharp and does not smudge.  it is easy to clip to a shirt if you wish.  Used both black and blue and it works out well.

The packaging is very neat and makes it a good gift","Premier quality - Grip, Precision & a good gift",1518134400,,
3.0,True,"02 6, 2018",AVXRWVP819TTR,B00RN08584,"{'Color:': ' Black', 'Style:': ' Printer'}",Carla Spacher,"Works great but it is an ink hog! I have never a printer that used up so much ink. Definitely purchase the XL (extra large ink cartridges), not the standard size. I print out everything in black and white unless it is a photo.

In addition, you have to manually turn over any paper when printing two-sided.

I got tired of the Canon MG series breaking after a couple of years and thought I try this one. The fax feature is a waste nowadays. Plus, I didn't have the type of phone that has the ability to plug in two things in the back. So, I had to go through a nightmare trying to set it up another way. I don't think I ever got that to work and I consider myself very computer/technically knowledgeable. Nowadays, people scan and email anyways.","Works great, but is an ink hog! Gets expensive!",1517875200,,
3.0,True,"09 19, 2012",A1CMSADPDOOQO1,B000WWMH2K,,Butterbug&#039;s Mom,"I could not really justify spending $20 on the Stampin Up stamp cleaning pad so I decided to give this a try. It does look very cheaply made but it does the job meaning it does clean my stamps. It doesn't look like it will last very long as the ""pad"" is not velvety like theStampin Up one. This is more like a sponge. I guess only time will tell whether this thing lasts.",Not what I expected,1348012800,,
3.0,True,"01 30, 2015",A2U77Z3Z7DC9T9,B000083E73,{'Size:': ' 100 PER BOX'},Ronald M. Chavin,These envelopes can be easily reopened by anybody.  Only the first time that the 2 lips are allowed meet will result in an adequate (semi-strong) closure.,For low security mailings only,1422576000,,
3.0,False,"02 26, 2011",A1GYEGLX3P2Y7P,B00MCJKVQ0,"{'Size:': ' 100 Sheets', 'style name:': ' Standard Weight'}",Shala Kerrigan,"I like the feel of this paper, but in my personal use, a photo or image with a lot of color winds up curling as it comes out of my printer. I use an HP Inkjet AIO printer and haven't have this problem either with the cheap paper I use regularly or the card stock and photo papers I use for crafting.
It's a shame, because the weight and texture seem ideal for a lot of my projects, but there are other papers I can print on that I don't have to straighten out when it's done printing. Plus it seemed to take a couple minutes for the ink to dry compared to using other papers, so I'm afraid that the curling will cause ink transfer in my projects.
I'll be using the rest of the pack on projects that aren't saturated with ink but I won't be buying more.",Curls up if you print a lot of color on it,1298678400,,
3.0,True,"11 17, 2015",AVLDQY3JWB6HU,B013C0ZHLQ,,D. Golden,"I can't say that I am terribly happy with this printer. Given my previously stellar experiences with all sorts of Canon equipment (other printers, flatbed scanners, cameras, etc) I am disappointed by the build quality of this machine and its performance. Like others, I found with getting the MG5720 to connect to my wifi network to be strangely difficult. I have done this many times for family and friends on both Mac and Windows platforms, but this device required multiple attempts and the better part of three hours to get it up and running.

The paper feed is not as well designed as that of other Canons I have owned. The flimsy little tray does not remove smoothly or return to its inserted position without some fidgeting. The scanning process doesn't seem to be any faster than my previous much older model's and the lid is so light weight that it won't help flatten flatten anything with much thickness. I ended up having to stand next to the printer and press down on the scanner door to get a satisfactory image of my son's battered passport.

Finally, it appears that the cost of keeping the MG5720 in ink is going to be more than I have had to underwrite in the past.

There is one big positive. I can now print directly from my iPhone and iPad Air, which has allowed me to take fuller advantage of Apple's terrific Pages app.

Still, it's a good deal for the price, and I plan to keep it.",Less than I expected,1447718400,5,
3.0,True,"03 14, 2016",A19WZUOXVDPD9Z,B00OQQ01DK,"{'Size:': ' 12-Count', 'Color:': ' Assorted Colors', 'Package Type:': ' Standard Packaging'}",Book mama,The colors are great but the shape of the pens make it hard to write for longer than a minute without your hand hurting. I much prefer the thicker bic click ones.,The colors are great but the shape of the pens make it hard ...,1457913600,,
3.0,True,"03 2, 2015",A106413IIT09YA,B003NE5J4C,{'Color:': ' Black Dual Pack'},Christopher W. Moore,Can't get too excited about ink. Product works fine but is expensive,Works fine.. Expensive,1425254400,,
3.0,True,"12 3, 2015",A3QJ9AFI5NQOEF,B004E3LL5C,,"LC, Energy Medicine, Tampa, Fl.","OK except for the glue seal does not go from end to end on the envelope.
That means there is an unglued space at each end of the letter that can lift up and get ripped in PO automatic machines.
I will go back to staples for my next batch.",Needs longer glue strip,1449100800,,
3.0,False,"03 18, 2016",A3K9INR9V5QA8K,B0007L1VO6,,Katlover,"Good saturation, but they bleed through the paper, and make it hard to stay within the lines.",Three Stars,1458259200,,
3.0,False,"03 20, 2017",A3FS9LAG5GU3YJ,B013DG2FNW,{'Style:': ' Labeler'},Lynne,"I received this as a gift.
After requisite squeals of delight, I got down to the serious business of reading the Amazon reviews -- literally hundreds and hundreds.  Thanks to the honesty and helpfulness of Amazon reviewers -- the product is being returned.
Although the reviews are consistently high, the drawbacks that just about everyone mentions are the exact  things that are guaranteed to make me crazy.
The lesser problems are the lack of power cord and batteries.  But the biggee is the wasted tape.  For me, it's not the add-on costs and inconvenience of frequent replacements that bother me --- it's the actual waste of product.
Ah, yes...... yet another instance where I am grateful for the integrity of Amazon reviewers.......",grateful for the integrity of Amazon reviewers.........,1489968000,,
3.0,True,"04 18, 2015",A1RRE2H9H0U7S5,B00OAVH7Q0,{'Style:': ' Printer'},Dean Kerkling,"Early report, it is fine, but not Plug-and-Play - thus only 3-Stars. Its 15 page ""Product Safety Guide"", a 44 page ""Quick Setup Guide"", and a 288 page ""Basic User's Guide"" are daunting. Took a tense hour to pre-read the first 2 Guides; and another to successfully install the machine wirelessly and without incident.  Initial text, photo and scanned copy prints are of very good quality. It's operation is relatively quiet and prompt.  Brother's Live Chat agent says that the machine uses less ink and preserves the print head better if left on.  If so it goes to sleep to reduce power consumption and will self-clean only periodically (even when manually turned off).  It may run the cleaning cycle again whenever the machine is manually turned back on. Will update this review if changed after a couple month's use.","Early report, it is fine, but not Plug-and-Play",1429315200,,
3.0,True,"09 1, 2015",A1S2VEA3E4VB2X,B000WU4H5C,"{'Size:': ' 6.9""'}",SaoirseMT,"Comfortable wrist rest, but the exterior material sticks to your skin when you lift your wrist. This causes the rest to move out of place and is generally annoying.",Comfortable wrist rest,1441065600,,
3.0,True,"06 12, 2013",A1VHQG5X2B6NUD,B000UAXJR6,,victoria,"it says they are printable which is what i needed, but no template or even a guide to the best way to enter in the printable dimensions as to wear to print & everytime i try to enter it in on my own it comes out no where near what i need!
If anyone can help willing to take an email suggestion victoriariegel@yahoo.com please just in the subject say like 6x9 envelope print dim. from amazon!! Thanks all",says printable,1370995200,,
3.0,True,"01 11, 2016",A1632CW2ZVBRFS,B0060S0ZPG,{'Style:': ' 6 Soft Color Set'},jeniunderscore82,"These erase nicely, but they seem very dry. I'm not impressed.",Kind of Dry.,1452470400,,
3.0,False,"04 16, 2016",A1M0L3S41QW8A8,B00006IBK8,{'Size:': ' 10 Boxes'},Tool Man,"Good clip, but use-to be a bit ""stiffer"" ... new ones could be better.",Good for everyday but not for archives,1460764800,,
3.0,True,"03 13, 2014",A30LXTN2QMYY1P,B00006B80Q,,T. Parkington,"Labels have a glossy finish and adhere to the discs fine but printing on them seems to be not quite the way I expected.  Maybe it's the ink I'm using or the printer (HP-C4180) but the final print is dull, has a medium shine to it (not glossy) and faded, and the printed image never seems to dry completely.  After one month the first labels I printed will still smudge and leave ink on my fingertips. Using the Avery Stomper they center nicely on the discs.  I am going back to the Avery Matte White labels, they dry completely and the printing is sharp, more vibrant and colorful.",Something not quite right,1394668800,2,
3.0,True,"02 8, 2017",A16GOVMQSHGUG3,B01AV8POJM,,Woodland Dan,"As with many HP printers I always feel like I paid way too much and didn't get the yield I should have, but then I don't print very many things anymore, but I never have any problems due to ink quality or build.",Necessary and adequate inkjet supply,1486512000,,
3.0,True,"12 2, 2016",A2KLMYB6G5H7YL,B00006JNVF,{'Size:': ' 1 Board'},Slinknug,"Pretty flimsy way to attach to wall. You ahve to use some kind of sticky double-tape (gotten on your own) in order to keep the board to the wall, otherwise, very easy to have it pop off the little holders. And the marker tray is beyond flimsy and easy to knock off.",Pretty flimsy way to attach to wall,1480636800,2,
3.0,True,"05 2, 2017",A307S9BCR8V0VJ,B0085IQ05I,"{'Size:': ' Letter', 'Color:': ' Navy'}",d808,"Decent folding file folder for the money.  I bought a couple and use it to organize my tax, medical, etc. receipts and records.  I also use one for school related information for my kids.

I haven't had any quality issues like others have reported, but I am also not rough with the folders and they mostly stay on a desk or occasionally get lugged around in a bag.",Decent folding file folder for the money.,1493683200,,
3.0,True,"03 18, 2016",AYONJH10A13M9,B00E5PXL4S,,Terrance Moses,Great,Three Stars,1458259200,,
3.0,True,"12 4, 2015",A37AUUQMZ55X56,B00WUUJ5SG,,Alan Strickler,"Read this description closely, the planner does not have daily entry pages........",Three Stars,1449187200,,
3.0,True,"08 12, 2016",A3QKIPKOSYHIDC,B0015ASS3U,{'Style Name:': ' 50 Count'},Feisty49,"It's a good price for a start-up pencil, but in no way does it come up to speed when compared to Dick Blick, Prismacolor, etc., pencils, and  probably shouldn't be compared to those, but I can compare them to Crayola colored pencils, of similar price, and Crayola is better.  These pencils are hard; don't go down smoothly on paper; and don't blend well at all.  I would not recommend them.",I've Used Better,1470960000,,
3.0,True,"06 24, 2016",A32LS5IP8KG3ZP,B0013CEY0Q,{'Size:': ' 1-Pack'},Steph C.,too large,Three Stars,1466726400,,
3.0,True,"05 22, 2013",AI43VKPN5NF7D,B00B80SOVI,,Edd Anderson,"I wanted to try this not sure of what to expect, ONCE AGAIN, I Don't know what I can add to what's been written by others they covered about every angle, except don't read the horrible reviews. I TRIED EACH ONE and as it said on the sheet (small) that comes with it, some don't start right away, but EVERY ONE WORKED and also some did as it said on the (small} instruction sheet  took longer to dry and can smear, maybe blotter paper might help. I would imagine Amazon might have it with Fountain pens, and last time I was shopping paper, in the local art center they had some porous paper for block printing for those who can't wait for the ink to dry. Some Notes;
The mix was fairly equal with 38 regular gel ink pens, 32 metallic and 30 glitter pens. The color mix I assume is very random, I imagine a summer crafts program  who would purchase a half dozen, would get a pretty good mix. As is not an even asst. Primary colours short in supply on this one.
That by the way, camp use or journal decoration would seem a very good use for this purchase.
The points, ink composition other variations produce lines from 05 t0 09 the glitter being the widest and metallics seem to be sensitive the pressure used. Hope I added something to the take on these, oh one last remark on the tray would be about par with the pens, which may be made to fit the Bic like barrels. I am sure like me if you buy these you won't be returning these and will find a way to make use of these. At that price a nice stocking stuffer, for the not real young child.",3+ is more realistic,1369180800,8,
3.0,True,"02 28, 2018",A1PSJTIQI7VG08,B01DNAVLUG,{'Color:': ' Leather-Black'},Sue B.,"Wanted something I could just put those few cards in that I use most often. While this is the perfect size, I find it a bit difficult to get the cards out. So works best to do the shake thing & dump them out. But good size & the magnet closure works well. I just need smaller fingers.",Not easy to get the cards out.,1519776000,,
3.0,True,"06 6, 2015",A3BIMEU2WVBZ6Z,B000X8CYCG,,Simsark,This was the first time that I used a journal other than a NNA journal. The binding on this journal came loose.  I had to tape the pages back into the journal!!  I did like the format of this journal.,Great value but beware!,1433548800,,
3.0,True,"01 17, 2014",A3VHYK1R5IL2IB,B003XR5BT2,"{'Size:': ' 60 x 48', 'Style:': ' Rectangular with Lip'}",Max Timchenko,"My apartment has wooden floors that have already sported a few chair marks from the previous resident. Trying to keep at least some of my security deposit intact for the eventual move-out, I've purchased this mat (at a significant discount from the alternative at the local Staples) and it does a good job of protecting the floor. It is also large enough that the chair almost never strays off it as I move along the table and in/out.

I'm taking two stars off because the mat tends to slide around sometimes when stepped on a corner - the surface facing down is fairly smooth and does not stick well to a (perhaps challenging) 50- to 100-year-old uneven hardwood floor of the room.

The mat arrived folded up in a cardboard box and it took about a week for the kinks to flatten themselves out. Loading the edges with some weight helps (the chair works, too) but the lip under the table takes longer to uncurl.","If you have a decent sized desk (60"" and wider) this is the size you want, and you could do worse than this particular mat.",1389916800,,
3.0,True,"08 22, 2016",A342QU00HL0LO6,B00006IFH9,{'Size:': ' 8-Count'},Bungee,"Good quality pens, but the colors are hideous. You can't have a complete rainbow if there's no yellow pen (which this doesn't include). The orange is more like a highlighter orange, and it really throws the color scheme off. The colors are just bad honesty.","Unappealing colors, no yellow",1471824000,,
3.0,True,"01 5, 2017",A1W921TYSERD5R,B005IDEN5M,{'Package Quantity:': ' 1'},Annabelle,Really cute to look at - not good erasers,Really cute to look at - not good erasers,1483574400,2,
3.0,True,"12 24, 2015",A1VFLDVT94TFG0,B010C25MEY,{'Color:': ' Black/White/3D'},OM18V,"as another reviewer stated, colors not as bright as they show on monitor.",Three Stars,1450915200,,
3.0,True,"04 17, 2018",A37QISJ59GU3QY,B01E47APHW,,Jude F,"It has been hard to set up. One side is always off. There are numbers on the knobs so you can adjust them to the same degree, but unless you really look at them (and they are SMALL) you can't easily do it.
Also, definitely not a one hand adjusting table. You need both hands and even then.
If you don't keep adjusting it, then I guess its ok",Difficult to adjust,1523923200,,
3.0,True,"12 4, 2013",A1EWS7WG7G54HN,B005S4F01M,,BUBBLES,These are okay. The thing I don't like about them is that they curl when you peel off the labels which makes it challenging to adhere the label to the package. I will look for something better.,They curl...booooo.,1386115200,,
3.0,True,"06 15, 2016",A1BQH05B5XY8O5,B0017OT74I,,Craig Michael King,"It's hard to find a letter opener these days, unless you want to spend nearly double in an office supply store. This one works great and seems pretty durable...  I just wish it came with a cover for safety purposes. I just kept the packaging and keep it tucked away in a drawer.",Great Value,1465948800,,
3.0,True,"03 4, 2016",A3AW6BF0KV6U5A,B003ZCJ46Q,"{'Size:': ' English', 'Color:': ' Texas'}",MONAROD,big,Three Stars,1457049600,,
3.0,False,"05 17, 2015",A1BR1Q63132DWG,B004E2TKDI,,Mark&#039;s Amazon,"Pros:
4 basic colors in one pen.

Cons:
Poor value.
Ink does not last very long. Worst of any pen I've ever tried.
Colors are okay but the black and blue are a little hard to distinguish when used together.
Red goes first, then Green.
Now I have a bunch of these with only blue, black ink!
Refills are hard to find and the worst value of all when you can buy a 3pm for less than 2 pen refills.
People steal these more than other pens.
With regular pens some people could argue they thought it was theirs but, NOT with these pens. THIEVES! These are not that widely used.

Preference:
I prefer BIC Clic Stics in multicolor packs. They are much better pens, better value and more colors.
Next, I like the standard Bic pens with caps in multicolors, not the crystal clear ones.","4 colors, poor value, very little red & green ink. Get "" BIC click sticks""",1431820800,,
3.0,True,"10 24, 2014",AGHHAVDET1X1E,B0001J3R3C,"{'Size:': ' 4 PACK', 'Color:': ' WHITE'}",Loretta B. Deloggio,required for class,Three Stars,1414108800,,
3.0,False,"06 9, 2015",A1V1NJ5I0W31DS,B001WLVHKI,,James,Overall nice but the screen is atrocious.,Good except for the screen,1433808000,,
3.0,True,"07 9, 2016",A1VY390ZAUPFS,B00AWFEL1W,,R. Koning,"The V-Mail Operation Overlord Noodler's Ink arrived in the glass bottle, not the plastic one people complain about in recent (2015) reviews. This color of ink is somewhere between orange and brown as is shown in the product information rendered in my monitor. I need and want a ""bulletproof"" or ""eternal"" orange ink so I gave it a try. I had created a similar color myself with a 3-parts Noodler's Yellow to 1-part Noodler's Fox ink mixture. Several sources had indicated that Operation Overlord was at least waterproof if not bulletproof/eternal. I'm sorry to say that Operation Overlord is simply a mix of Fox and Yellow as I had made myself. Only the red Fox part (25%) is waterproof; the Yellow part (75%) dissolves and spreads away from the red part. Water testing of dried Operation Overload samples leaves you with a faint pink impression of the writing surrounded by a very faint yellow cloud. So now I have two bottles of the same orange ink (one I made myself) that isn't what I want. I have reviewed Noodler's Dragon Catfish Orange elsewhere which IS bulletproof and a nice orange, but is NOT for any pen you care to use. It coagulates and clogs highlighters (such as the one that comes with it) and clogs fountain pens too. It is a PIGMENT, not a dye-based ink. I welcome comments/replies of any known waterproof, fountain-pen friendly, orange ink.","Brownish-Orange and only marginally water-resistant, not waterproof",1468022400,3,
3.0,False,"02 6, 2016",A3VVKC910FN4EK,B00OIM5OZM,,David Basham,Got this and it was broken. The axle for the tape holder was broken but some gorilla super glue fixed it fine. It is a thing of beauty but the tape does not dispense very well. The cutter is too low and the tape won't cut cleanly. I have it on my desk but it is not as easy to use as the one I got from WM. It is a lot prettier though.,Beauty is not functionality.,1454716800,,
3.0,True,"06 8, 2018",A3I14ZIHY3I3VC,B005QAQFFS,{'Style:': ' Shredder'},Amazon Customer,It Is Medium Strength,Three Stars,1528416000,,
3.0,True,"08 12, 2016",A1KA0V1NOFLLGV,B00XBNLFQG,,KS,"This is a fine, utilitarian laptop desk.  But there are basic design defects indicating that it was cheaply made and that the manufacturer cut corners.  This is not a cheap item and I would expect better for the money.

As others have noted, the drawer on the side slides out when the desk is moved.  A small nuisance but silly and easily fixable if the manufacturer had made an effort.  Also, the angled part of the desk does not snap in or up so you have to be careful when moving or it will swing out hit you (a heavy piece of bamboo) or slam down on your hand.  The legs also do not snap in when carrying it and swing out and are very heavy.  The only way to carry it so neither the top or the legs are swinging out due to gravity is if it was under your arm and you used your hand or body to hold everything in place.  I would not recommend for small children for this reason as it could easily injure someone.

I also found the angled portion of the desk was to extreme for typing comfortably.  The tiny wooden ledge is an awkward depth and hits the wrist uncomfortably.  For reading it might be okay, but the desk is so big that I can imagine using it just a lap reading tray, and the angled part isn't wide enough for a textbook.  The wood was apparently not precisely cut either, as the seems do not meet perfectly, creating a slight gap and uneven surface.  The ""cup holder"" is totally useless and amounts to another annoying uneven surface when you're using the desk for writing.

That said, I did use this desk a lot (and hence the three stars) but only as a basic flat desk.  I used in bed but not on my couch (too large).  I didn't use the drawer or the angled stand.  Without these features, and the fact that neither the legs, drawer, or angled stand lock in place limiting portability, this desk is not worth the nearly $50 I paid.  It's heaviness is a hazard rather than an asset.  If I could do over, I would purchase a $20 desk with the same practicable functionality.","Poor design, not good quality for money, but functional as a basic lap desk",1470960000,9,
3.0,False,"11 23, 2016",AA6Q93L45H72N,B0067PKWAK,,Kindle Customer,"We purchased two of these units for a children's home thrift shop.  They worked well for about two years and then suddenly we couln't get the sales data to write to the SD cards.  Some functions would read and write and some functions wouldn't.  We tried resetting the registers, but we still can't get them to work.  We called Sharp support a couple of times--got charged every time--and they couldn't help us figure out what is wrong.  So, I find it hard to recommend this equipment and the company's support.",Short-term functioning,1479859200,,
